LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
IRFANALUTHFI,Rifda,w,INA,27-30 Apr 2023,2023 Cairo World Cup,final,"Cairo, Egypt",FX,3,4.8,7.833,,12.633
IRFANALUTHFI,Rifda,w,INA,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,4,4.8,7.7,,12.5
IRIBARNE,Nicole,w,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,16,4.8,7.133,,11.933
IRIBARNE,Nicole,w,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,25,4.8,7.033,,11.833
IRIBARNE APARICIO,Nicole,w,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,4.8,7.5,0.4,11.9
ISAIAS,Michalis,m,CYP,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,77,4.8,7.833,0.3,12.332999999999998
ISLOMOV,Khumoyun,m,UZB,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",VT2,11,4.8,9.1,0.1,13.8
JACOBSEN,Aron,m,DEN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,105,4.8,7.866,0.3,12.366
JARMAN,Jake,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,12,4.8,8.333,,13.133
JARMAN,Jake,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,51,4.8,8.3,,13.1
JARMAN,Jake,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,4.8,8.3,,13.1
JARMAN,Jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",HB,2,4.8,8.7,0,13.5
JARMAN,Jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,2,4.8,8.95,0,13.75
JARMAN,Jake,m,GBR,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,11,4.8,8.466,,13.266
JARMAN,Jake,m,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,17,4.8,8.433,,13.233
JAROH,Michael,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,6,4.8,9.3,,14.1
JAROH,Michael,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",HB,4,4.8,9,,13.8
JAROH,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",HB,,4.8,8.3,,13.1
JAROH,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",HB,,4.8,8.1,,12.9
JAROH,Michael,m,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",PH,,4.8,7.15,,11.95
JATO,Julian,m,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",SR,13,4.8,8.033,,12.833
JATO,Julian,m,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,32,4.8,7.566,,12.366
JATO,Julian,m,ARG,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,17,4.8,8.666,,13.466
JATO,Julian Ezequiel,m,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",HB,,4.8,8.133,,12.933
JATO,Julian Ezequiel,m,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.8,8.2,,13
JATO,Julian Ezequiel,m,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",SR,,4.8,7.733,,12.533
JATO,Julian Ezequiel,m,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,4.8,8.033,,12.833
JATO,Julian Ezequiel,m,ARG,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,4.8,8.8,,13.6
JATO,Julian Ezequiel,m,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",SR,52,4.8,7.766,,12.566
JATO,Julian Ezequiel,m,ARG,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,63,4.8,8.5,0.1,13.2
JENSEN,Natalie,w,DEN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,84,4.8,5.366,,10.166
JIM,Man Hin,m,HKG,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT2,7,4.8,8.85,,13.65
JIMENEZ,Dilan,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,5,4.8,8,,12.8
JIMSHELEISHVILI,Ioane,m,GEO,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,16,4.8,9.066,0.1,13.766
JIMSHELEISHVILI,Ioane,m,GEO,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",VT1,15,4.8,9.1,0.3,13.6
JIMSHELEISHVILI,Ioane,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,44,4.8,9.2,,14
JIMSHELEISHVILI,Ioane,m,GEO,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,27,4.8,8.466,0.1,13.166
JIMSHELEISHVILI,Ioane,m,GEO,1-4 Mar 2023,2023 Doha World Cup,qual,"Doha, Qatar",VT1,16,4.8,9,,13.8
JOHNSON,Jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,29,4.8,6.2,0.3,10.7
JOHNSON,Jake,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,4,4.8,8.75,0,13.55
ALIPIO,Ciena,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,4.5,7.85,,12.35
JONES,Thomas,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,13,4.8,9.2,0,14
JONES,Thomas,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",HB,14,4.8,7.75,0,12.55
JUDA,Paul,m,USA,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,5,4.8,9.266,,14.066
JUDA,Paul,m,USA,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,4,4.8,9.433,,14.233
JUMABEKOVA,Gulnaz,w,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,,4.8,7.133,,11.933
JUMABEKOVA,Gulnaz,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,28,4.8,4.366,0,9.166
JUMABEKOVA,Gulnaz,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,12,4.8,6.8,0,11.6
WOOLFORD,Kelise,w,USA,26-27 Aug 2023,2023 U.S. Championships,qual,"San Jose, CA",UB,,4.5,7.85,,12.35
WOOLFORD,Kelise,w,USA,26-27 Aug 2023,2023 U.S. Championships,final,"San Jose, CA",VT,,4.2,8.25,0.1,12.35
ROBERSON,Joscelyn,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,6,6,6.3,,12.3
JURAEV,Utkirbek,m,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,26,4.8,7.9,,12.7
JURAEV,Utkirbek,m,UZB,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,14,4.8,8.166,,12.966
KAJI,Chris,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,54,4.8,9.1,,13.9
KANTER,Mari,w,NOR,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",BB,11,4.8,7.433,,12.233
KARDOS,Botond,m,HUN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,64,4.8,9,,13.8
KARDOS,Botond,m,HUN,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,19,4.8,9.066,,13.866
KARDOS,Botond,m,HUN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,53,4.8,9.1,,13.9
KARDOS,Botond,m,HUN,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT1,19,4.8,9.066,,13.866
KARDOS,Botond,m,HUN,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,21,4.8,8.9,,13.7
KARLSEN,Jacob,m,NOR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,34,4.8,9.333,,14.133
KARLSEN,Jacob,m,NOR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,46,4.8,9.133,,13.933
KARNEJENKO,Pavel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",PH,13,4.8,7.55,0,12.35
KARNEJENKO,Pavel,m,SCO,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PH,8,4.8,8.35,,13.15
KARNES,Joshua,m,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",SR,,4.8,7.55,,12.35
KARNES,Joshua,m,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",SR,,4.8,7.45,,12.25
KARNES,Joshua,m,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",SR,27,4.8,7.3,,12.1
KARSIKAS,Akseli,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,130,4.8,7.6,0.1,12.3
KARSIKAS,Akseli,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,26,4.8,7.6,0.1,12.3
KARSIKAS,Akseli,m,FIN,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,34,4.8,8.866,,13.666
KARSIKAS,Akseli,m,FIN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,79,4.8,7.933,,12.733
KASALA,Oliver,m,SVK,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,109,4.8,6.466,,11.266
KATSALI,Elvira,w,GRE,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",BB,14,4.8,6.533,,11.333
KAYISOGLU,Sevgi,w,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,96,4.8,6.833,,11.633
KAYISOGLU,Sevgi,w,TUR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,9,4.8,7.666,,12.466
KAYISOGLU,Sevgi,w,TUR,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",FX,3,4.8,7.85,,12.65
KAYISOGLU,Sevgi,w,TUR,7-9 Oct 2022,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",UB,4,4.8,8.2,,13
KAYISOGLU,Sevgi,w,TUR,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",UB,3,4.8,8,,12.8
KELLY,Olivia,w,BAR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,85,4.8,7.133,,11.933
KELLY,Olivia,w,BAR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,121,4.8,7.2,0.3,11.7
KHACHIKYAN,Gagik,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,72,4.8,8.2,,13
KHACHIKYAN,Gagik,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,107,4.8,8.6,0.1,13.3
KHACHIKYAN,Gagik,m,ARM,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,34,4.8,8.633,,13.433
KHACHIKYAN,Gagik,m,ARM,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,44,4.8,9.2,,14
KHACHIKYAN,Gagik,m,ARM,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,20,4.8,9.2,,14
KHACHIKYAN,Gagik,m,ARM,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,121,4.8,8.533,,13.333
KHACHIKYAN,Gagik,m,ARM,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,27,4.8,8.533,,13.333
KHACHIKYAN,Gagik,m,ARM,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,87,4.8,8.766,0.1,13.466
KHACHIKYAN,Gagik,m,ARM,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,23,4.8,8.766,0.1,13.466
KHALID,Zarith Imaan,w,MAS,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,22,4.8,6.8,,11.6
KHALID,Zarith Imaan,w,MAS,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,129,4.8,6.133,,10.933
KHALILOVA,Ominakhon,w,UZB,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",BB,24,4.8,6.266,0.1,10.966
KHALILOVA,Ominakhon,w,UZB,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,18,4.8,5.3,,10.1
KILICER,Mert Efe,m,TUR,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",HB,26,4.8,7.2,,12
KILICER,Mert Efe,m,TUR,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",HB,9,4.8,8.35,,13.15
KIM,Hansol,m,KOR,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",VT2,7,4.8,9.167,,13.967
KIM,Hansol,m,KOR,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PH,17,4.8,8,,12.8
KIM,Jaeho,m,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT2,3,4.8,9.3,,14.1
KIRMES,Oskar,m,FIN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,101,4.8,7.9,,12.7
KIRMES,Oskar,m,FIN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,66,4.8,8.233,,13.033
KIRMES,Oskar,m,FIN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,84,4.8,9.133,,13.933
KIRMES,Oskar,m,FIN,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,13,4.8,8.366,,13.166
KIRMES,Oskar,m,FIN,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,23,4.8,8.033,0.3,12.533
KIRMES,Oskar,m,FIN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,87,4.8,8.766,0.1,13.466
KIRMES,Robert,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,126,4.8,6.433,,11.233
KIRMES,Robert,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,64,4.8,9,,13.8
KIRMES,Robert,m,FIN,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,33,4.8,6.866,,11.666
KIRMES,Robert,m,FIN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,48,4.8,9.1,,13.9
KISEK,Luka,m,SLO,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PH,19,4.8,7.35,,12.15
KLESSING,Nick,m,GER,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT2,13,4.8,9.2,,14
KOCHAN,Lucas,m,GER,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,33,4.8,9.366,,14.166
KOHANI,Mahdi Ahmad,m,IRI,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,30,4.8,8.367,,13.167
KOIKE,Leo,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",VT,19,4.8,9.35,,14.15
KOLESNIKOV,Nikolai,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",SR,41,4.8,7.8,,12.6
KOLODII,Pantely,m,UKR,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,17,4.8,8.666,0.3,13.166
KOLODII,Pantely,m,UKR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,60,4.8,8.633,0.1,13.333
KONSTANTINIDIS,Christoforos,m,GRE,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",FX,21,4.8,8.166,,12.966
KOSAK,Mehmet,m,TUR,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT2,16,4.8,9.133,,13.933
KOSAK,Mehmet Ayberk,m,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,116,4.8,8.266,0.1,12.966
KOSAK,Mehmet Ayberk,m,TUR,7-9 Oct 2022,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT2,13,4.8,8.85,,13.65
KOSAK,Mehmet Ayberk,m,TUR,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,9,4.8,8.85,,13.65
KOSAK,Mehmet Ayberk,m,TUR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",PB,44,4.8,8,,12.8
KOSAK,Mehmet Ayberk,m,TUR,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",PB,16,4.8,7.866,,12.666
KOSAK,Mehmet Ayberk,m,TUR,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",PH,18,4.8,5.466,,10.266
KOSAK,Mehmet Ayberk,m,TUR,1-5 Aug 2023,2023 FISU World University Games,AAfinal,"Chengdu, China",VT,13,4.8,8.9,,13.7
KOSAK,Mehmet Ayberk,m,TUR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",VT1,51,4.8,8.733,,13.533
KOSAK,Mehmet Ayberk,m,TUR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,83,4.8,8.9,0.1,13.6
KOSAK,Mehmet Ayberk,m,TUR,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,12,4.8,8.8,0,13.6
KOSAK,Mehmet Ayberk,m,TUR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,27,4.8,9.05,,13.85
KOSKI,Elias,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,64,4.8,9,,13.8
KOSKI,Elias,m,FIN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,69,4.8,8.833,,13.633
KOSKI,Elias,m,FIN,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,80,4.8,9.166,,13.966
KOSKI,Elias,m,FIN,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,28,4.8,8.433,,13.233
KOSKI,Elias,m,FIN,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,15,4.8,9,,13.8
KOSKI,Elias,m,FIN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,54,4.8,9.033,,13.833
KOUDINOV,Mikhail,m,NZL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,87,4.8,9.066,,13.866
KOUDINOV,Mikhail,m,NZL,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,4.8,9.1,,13.9
KOUDINOV,Mikhail,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,AAfinal,"Carrara, Australia",VT,,4.8,9.033,0,13.833
KOVACH,Jordan,m,USA,4-6 Aug 2023,2023 Core Hydration Classic,AAfinal,"Hoffman Estates, Illinois",PB,64,4.8,7.35,,12.15
KOVTUN,Illia,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,23,4.8,7.866,,12.666
KOVTUN,Illia,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,95,4.8,7.6,,12.4
KOVTUN,Illia,m,UKR,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,11,4.8,9.233,,14.033
KOVTUN,Illia,m,UKR,24-27 Feb 2022,2022 Cottbus World Cup,qual,"Cottbus, Germany",VT2,18,4.8,9.2,,14
KOVTUN,Illia,m,UKR,2-5 Mar 2022,2022 Doha World Cup,final,"Doha, Qatar",VT2,6,4.8,9.333,,14.133
KOVTUN,Illia,m,UKR,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",VT2,8,4.8,9.133,,13.933
KRANITIS,Nikolaos,m,GRE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,97,4.8,7.1,0.1,11.8
KRANITIS,Nikolaos,m,GRE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,53,4.8,9.1,,13.9
KRANZLMUELLER,Severin,m,AUT,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,101,4.8,7.233,,12.033
KRANZLMÜLLER,Severin,m,AUT,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PB,31,4.8,6.45,,11.25
KRANZLMÜLLER,Severin,m,AUT,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,40,4.8,6.7,,11.5
KRANZLMÜLLER,Severin,m,AUT,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,23,4.8,7.3,,12.1
KRANZLMÜLLER,Severin,m,AUT,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,18,4.8,7.05,,11.85
KRANZLMÜLLER,Severin,m,AUT,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,24,4.8,7.85,,12.65
KUEBLER,Nicolas,m,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,28,4.8,8.65,,13.45
KUKULJAN FRLETA,Nika,w,CRO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,76,4.8,6.466,0.1,11.166
KUKULJAN FRLETA,Nika,w,CRO,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,100,4.8,6.433,0.4,10.833
KUMAR,Abhijeet,m,IND,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,28,4.8,8.533,,13.333
KUMAR,Abhijeet,m,IND,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,19,4.8,8.266,,13.066
KUMAR,Abhijeet,m,IND,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,29,4.8,8.033,,12.833
KUMSIRIRATN,Ittirit,m,THA,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",VT,8,4.8,8.766,,13.566
KUNZ,Alexander,m,GER,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,8,4.8,6.65,,11.45
KUNZ,Alexander,m,GER,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",VT2,10,4.8,8.3,,13.1
KUUSIKKO,Maisa,w,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,49,4.8,7.266,,12.066
KUUSIKKO,Maisa,w,FIN,30 Sept 2022 - 2 Oct 2022,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",FX,11,4.8,6.5,0.1,11.2
KUUSIKKO,Maisa,w,FIN,26-29 Mar 2022,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",UB,8,4.8,6.95,,11.75
KUZMICKAS,Tomas,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,65,4.8,8.1,,12.9
KUZMICKAS,Tomas,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,104,4.8,8.7,0.1,13.4
KUZMICKAS,Tomas,m,LTU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,49,4.8,8.533,,13.333
KUZMICKAS,Tomas,m,LTU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT1,86,4.8,8.266,,13.066
KUZMICKAS,Tomas,m,LTU,26-29 Mar 2022,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,10,4.8,8.65,,13.45
KUZMICKAS,Tomas,m,LTU,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",HB,25,4.8,7.533,,12.333
KUZMICKAS,Tomas,m,LTU,8-11 Jun 2023,2023 Osijek World Challenge Cup,final,"Osijek, Croatia.",HB,8,4.8,8.266,,13.066
KUZMICKAS,Tomas,m,LTU,8-11 Jun 2023,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia.",HB,7,4.8,8.4,,13.2
KUZMICKAS,Tomas,m,LTU,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,60,4.8,8.233,,13.033
KYRIAKOU,Neofytos,m,CYP,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT2,18,4.8,8.9,,13.7
